,title,price,colour,description,category,brand
3137,textured dress with bow details,89.9,black,dress with a v neckline and long puff sleeves. featuring a belt in the same fabric with bow and invisible back zip fastening. ,dresses,zara
3138,tweed jacket with poplin details,159.0,black,"short jacket featuring a v neckline, long sleeves with pronounced shoulder pads and contrast cuffs, decorative front welt pockets and gem buttons.",outerwear,zara
3139,t shirt with front print details,19.9,white,short sleeve t shirt with a round neckline and a front print.,tops,zara
3140,polka dot organza blouse details,69.9,white,short sleeve blouse with a round neckline and elastic cuffs. featuring a ruffle appliqué on the bib and a button up front. ,tops,zara
3141,pleated dress details,45.9,burgundy,short dress with a surplice v neck and long puff sleeves ending in elastic cuffs. tied fastening to one side.,dresses,zara
3142,printed blouse with knot details,59.9,green,long sleeve v neck blouse. front button fastening and knot detail at the hem.,tops,zara
3143,dress with bow details details,45.9,black,"oversized short dress featuring a v neck with tie fastening, long sleeves with elasticated cuffs and pleated detailing.",dresses,zara
3144,metallic skinny trousers details,69.9,fuchsia,high waist trousers with front vents at the hems and invisible side zip fastening.,bottoms,zara
3145,cropped trousers details,45.9,ecru / blue,flowing high waist trousers with an elastic waistband and side pockets. featuring front button and pleat details.,bottoms,zara
3146,mid waist skinny z1975 jeans details,49.9,dark grey,faded mid waist skinny jeans with a five pocket design and zip fly and metal top button fastening. ,jeans,zara
3147,cargo drawstring leggings details,45.9,black,high waist leggings with an elastic drawstring waistband and patch pockets with flaps on the legs.,bottoms,zara
3148,flounce dress details,69.9,dusty mauve,short dress with a round neckline and long sleeves with ruffled elastic cuffs. featuring an elastic waist and a buttoned opening at the back.,dresses,zara
3149,check cotton shirt details,69.9,red,"long sleeve collared shirt. featuring front patch pockets with flaps, a frayed hem and metal button fastening at the front.",tops,zara
3150,mid rise skinny z1975 jeans with vents details,59.9,blue,"mid waist skinny jeans featuring a faded effect, five pocket design, asymmetric hems with vents and zip fly and metal top button fastening. ",jeans,zara
3151,flared sequin leggings details,89.9,dark silver,high waist leggings with an elastic waistband. featuring matching sequin appliqués and flared hems. ,bottoms,zara
3152,coat with flap pockets details,179.0,sea green,"coat made of a wool blend. featuring a lapel collar, long sleeves, front flap pockets, a back vent and double breasted button fastening.",outerwear,zara
3153,frilly shirt details,69.9,blue,"flowing shirt featuring a round neckline, sleeves falling below the elbow with elastic cuffs, ruffle trims and covered buttons at the back for fastening.",tops,zara
3154,belted coat details,159.0,black,"long sleeve coat with a lapel collar. featuring front welt pockets, back vent at the hem and a matching belt for fastening.",outerwear,zara
3155,semi sheer dotted mesh blouse details,59.9,ecru,blouse with a slot collar and long sleeves. featuring a button up front hidden by a placket. ,tops,zara
3156,t shirt with pocket appliqué details,29.9,white,short sleeve t shirt with a round neckline. featuring a front patch pocket with contrast rhinestone appliqué.,tops,zara
3157,ribbed midi skirt details,69.9,burgundy,ribbed knit midi skirt with an elastic waistband. ,skirts,zara
3158,pleated top details,89.9,camel,"top made of a wool blend. featuring a high neck, long sleeves, pleated shoulders and invisible back zip fastening.",tops,zara
3159,cropped flare mid rise jeans details,45.9,grey,"faded effect mid waist jeans made of slightly stretchy fabric for added comfort. featuring a five pocket design, seamless flared hems and zip fly and metal top button fastening. ",jeans,zara
3160,blazer with pockets details,89.9,camel,oversized blazer with a lapel collar and long sleeves. featuring front flap pockets and button fastening at the front.,outerwear,zara
3161,faux leather overshirt details,69.9,black,cropped overshirt with a regular collar and long sleeves. featuring front patch pockets with flaps and a button up front. ,outerwear,zara
3162,fringed short dress details,89.9,black,"round neck short dress with short sleeves. featuring inner lining, fringe appliqués with matching sequins and a buttoned opening in the back. ",dresses,zara
3163,oversized ripped denim jacket details,69.9,black,"oversized jacket with a shirt collar and long sleeves. featuring front welt pockets, chest patch pockets with flaps, ripped detailing on the front and back and metal button up fastening. ",outerwear,zara
3164,darted straight fit trousers details,89.9,intense red,"high waist trousers with front pleats at the waist. featuring front pockets, welt pockets at the back and metal hook, inside button and zip fastening at the front.",bottoms,zara
3165,trousers with contrasting piping details,69.9,black,high waist knit trousers with an elastic inner waistband and contrast trims. ,bottoms,zara
3166,faux leather skirt details,69.9,light khaki,"high waist midi skirt featuring side pockets, front darts, a belt with metal buckle and snap button fastening on the front.",skirts,zara
3167,ruffled textured top details,89.9,camel,"sleeveless knit top with a high neck. featuring a crochet fabric detail, matching ruffle trims and button fastening at the back. ",outerwear,zara
3168,metallic mini dress details,69.9,gold,"dress featuring a round neckline, back opening, short sleeves with elastic trim, an elastic waist and contrast belt with buckle.",dresses,zara
3169,denim overshirt details,89.9,black,"faded collared overshirt with long sleeves. featuring front patch pockets with flaps, an asymmetric hem and metal snap button fastening on the front.",tops,zara
3170,printed shirt dress details,89.9,multicoloured,printed shirt dress details,dresses,zara
3171,metallic thread dress details,139.0,pink / lilac,"knit a line dress with a round neckline, long puff sleeves, lining and contrast metallic thread. ",outerwear,zara
3172,satin jumpsuit details,89.9,bluish,"flowing jumpsuit with a halter neckline, open back detail and zip and button fastening in the back.",dresses,zara
3173,printed flowing dress details,69.9,khaki,v neck dress featuring sleeves falling below the elbow with lining and elastic cuffs. ,dresses,zara
3174,jumpsuit with pockets details,89.9,khaki,"loose fitting jumpsuit with a round neckline and adjustable straps. featuring a patch pocket on the chest and back, and a wide leg fit. ",dresses,zara
3175,embroidered sleeve blouse details,59.9,green,blouse in a cotton and linen blend. featuring an elastic high neck with a ruffle trim and short sleeves with contrast embroidered motifs and beading. ,tops,zara
3176,printed top with frills details,49.9,black / white,v neck top with ruffled cap sleeves and button fastening on the front.,tops,zara
3177,hi rise straight leg jeans details,59.9,navy blue,faded hi rise jeans with a straight leg and five pocket design. featuring seamless hems and metal button fastening in the front.,jeans,zara
3178,long double breasted blazer details,89.9,black,"blazer with a lapel collar and long sleeves. featuring welt pockets on the front and chest, back vent at the hem and double breasted button fastening. ",outerwear,zara
3179,contrasting satin blouse details,49.9,brown,blouse with a high neck and long sleeves. featuring matching trims and a buttoned opening at the back. ,tops,zara
3180,women in art collection ©laura laine t shirt details,29.9,white,short sleeve t shirt with a round neckline and a ©laura laine 2019 print on the front.,tops,zara
3181,hooded down puffer jacket with a fuzzy trim details,229.0,black,"long down puffer jacket made with feather and down padding. featuring a high neck, detachable hood with removable faux fur trim, long sleeves with ribbed inner cuffs, front welt pockets with hidden zip and crossed fastening with zip hidden by a snap button placket.",outerwear,zara
3182,textured dress details,45.9,oyster white,loose fitting dress with high neck and long sleeves. ,dresses,zara
3183,velvet mini dress details,69.9,black,short collared dress with long sleeves. featuring gem bead appliqués on the collar and invisible back zip fastening. ,dresses,zara
3184,high collar sweatshirt details,59.9,black,sweatshirt with a high neck and long puff sleeves.,outerwear,zara
3185,blazer with turn up sleeves details,139.0,camel,"lapel collar blazer with rolled up sleeves falling below the elbow, defined shoulders and front flap pockets. ",outerwear,zara
3186,ribbed cropped sweater details,45.9,green,"knit sweater with a round neckline, long sleeves, puff shoulders and front vents at the hem.",outerwear,zara
3187,soft touch dress details,49.9,mink marl,high neck midi dress with short sleeves and a ruffled hem. ,dresses,zara
3188,wrinkled effect metallic trousers details,89.9,black,"high waist trousers featuring front pockets, false rear welt pockets, front darts and fastening with zip and snap button on the front. ",bottoms,zara
3189,gathered satin top details,59.9,oil,v neck top with long sleeves. featuring gathered detail at the waist and invisible side zip fastening. ,tops,zara
3190,zw premium skinny true blue jeans details,69.9,blue,the skinny in true blue.,jeans,zara
3191,blazer with belt details,139.0,black,long sleeve blazer with a lapel collar. featuring front welt pockets and front fastening with a covered button and a belt with a metal buckle.,dresses,zara
3192,textured dress with ruffled straps details,179.0,black,"sleeveless midi dress with a high neck. featuring contrast interior lining, a crochet fabric detail, matching ruffle trims and button fastening at the back. ",outerwear,zara
3193,asymmetric camisole dress details,89.9,pink,flowing v neck dress featuring thin straps that cross in the back and an asymmetric hem with side vent. ,dresses,zara
3194,v neck dress details,69.9,black,"a line mini dress featuring a v neckline with choker detail, short sleeves and invisible back zip fastening.",dresses,zara
3195,linen t shirt details,29.9,white,t shirt with short sleeves and v neck.,tops,zara
3196,double breasted buttoned coat details,139.0,navy blue,coat with a lapel collar and long sleeves. featuring front flap pockets and double breasted button fastening at the front.,outerwear,zara
3197,t shirt with front print details,29.9,grey,faded short sleeve t shirt with a round neckline and a front print.,tops,zara
3198,wraparound collar coat details,139.0,sand,"cropped coat with a wraparound collar, long sleeves with turn up cuffs and front flap pockets. snap button fastening at the front. ",outerwear,zara
3199,slouchy jeans details,59.9,black,"high waist jeans featuring a five pocket design, decorative front darts, a zip fly and top button fastening.",jeans,zara
3200,combined printed dress details,45.9,black,fluid long sleeve dress with a round neckline. featuring a satin effect hem and animal print. ,dresses,zara
3201,shimmery paperbag trousers details,69.9,black,high waist trousers with an elastic paperbag waistband and elastic hems with tied appliqué in the same fabric. ,bottoms,zara
3202,fine pleated blouse details,59.9,ecru,"flowing blouse with a cowl neckline, long sleeves with elastic cuffs and lining. ",tops,zara
3203,reversible faux shearling jacket details,89.9,stone,"water repellent jacket with a high collar, long sleeves with elastic cuffs, side zip pockets, an adjustable hem with elastic drawstrings and a zip up front.",outerwear,zara
3204,bugs bunny © warner bros.inc t shirt details,39.9,white,short sleeve t shirt with a round neckline. featuring a bugs bunny © warner bros. inc. print on the front.,tops,zara
3205,ruffled textured weave blouse details,69.9,black,round neck blouse with collar and long sleeves. featuring ruffle trims in matching fabric and button fastening at the front. ,tops,zara
3206,trousers with turn up hems details,69.9,stone,"mid waist trousers with an elastic inner waistband. featuring front pockets, buttoned double welt back pockets and turn up hems. ",bottoms,zara
3207,houndstooth shirt with pockets details,59.9,grey,collared shirt with long sleeves. featuring front patch pockets with flaps and a button up front. ,tops,zara
3208,asymmetric check print top details,69.9,various,"long sleeve top with an asymmetric neckline, pleated detail at the waist and invisible side zip fastening.",tops,zara
3209,mid rise skinny jeans details,59.9,black,"faded mid waist skinny jeans featuring a five pocket design, side vents at the hems and zip fly and metal top button fastening. ",jeans,zara
3210,textured t shirt details,39.9,white,round neck t shirt with short puff sleeves. ,tops,zara
3211,limestone green jogging trousers details,69.9,green,the jogging in limestone green.,bottoms,zara
3212,©disney’s mickey mouse t shirt details,39.9,white,short sleeve t shirt with a round neckline and a mickey mouse ©disney print.,tops,zara
3213,buttoned dress details,89.9,grey marl,"oversized round neck dress with long sleeves. featuring side in seam pockets, front darts and button fastening at the front. ",dresses,zara
3214,tied pareo trousers details,45.9,khaki,"pareo trousers with an elastic waistband, tied detail and vents at the hems.",bottoms,zara
3215,z1975 mini flared jeans details,49.9,black,"faded high waist jeans featuring a five pocket design, pronounced seams on the front and zip fly and metal top button fastening.",jeans,zara
3216,side gem leggings details,45.9,black,high waist leggings with false pockets on the front and back. gem appliqué detail on the sides.,bottoms,zara
3217,faux shearling jacket with contrast trims details,89.9,camel,cropped jacket with long sleeves and a high neck with adjustable drawstrings. featuring front welt pockets and a zip up front hidden by a snap button placket. ,outerwear,zara
3218,long printed dress details,89.9,green,"collared dress with sleeves reaching below the elbow. featuring a matching fabric belt, front vent at the hem and button fastening on the front.",dresses,zara
3219,vest top with tulle details,14.9,mink,v neck top with thin straps. featuring matching tulle detail.,tops,zara
3220,high neck bodysuit details,29.9,marsala,sleeveless bodysuit with a high neck and snap button fastening at the bottom.,tops,zara
3221,animal print dress details,69.9,leopard,short dress with a high neck and puff sleeves falling below the elbow. featuring metallic thread detail and invisible back zip fastening.,dresses,zara
3222,glossy blouse details,45.9,black,"sleeveless contrast fabric blouse with a high neck, pleats and an opening in the back that fastens with lined buttons.",tops,zara
3223,embroidered top with puff sleeves details,45.9,black,"round neck top with long puff sleeves. featuring cutwork embroidery, interior lining and button fastening at the back with an opening.",tops,zara
3224,striped skirt with belt details,59.9,leopard,high waist midi skirt featuring a belt with buckle and front button fastening.,skirts,zara
3225,flowing top with tie detail details,69.9,bright red,"flowing top with a round neckline, a slit at the neck and short cape sleeves. featuring a tie detail in matching fabric and a buttoned opening at the back. ",tops,zara
3226,basic long sleeve t shirt details,24.9,camel/white,t shirt with a wide neckline and sleeves falling below the elbow. ,tops,zara
3227,faux leather shirt details,89.9,black,"collared shirt with long sleeves, a front patch pocket, asymmetric hem and front snap button fastening hidden by a placket.",outerwear,zara
3228,pringles™ print t shirt details,39.9,white,short sleeve t shirt with a round neckline. featuring a pringles © 2019 ketl print. ,tops,zara
3229,embroidered blouse details,59.9,ecru,"round neck blouse with short wide sleeves. featuring ruffles on the front, matching embroidered appliqué and button fastening at the back with a slit. ",tops,zara
3230,faux leather shirt details,69.9,black,"collared shirt featuring puff sleeves falling below the elbow with elastic cuffs, and buttons down the front covered in matching fabric.",tops,zara
3231,combined asymmetric dress details,89.9,black,dress with an asymmetric neckline and wide straps. featuring an elastic inner waist and pleated hem in the same colour. ,dresses,zara
3232,oversized poplin shirt details,49.9,white,"long sleeve shirt with a high collar. featuring a ruffle appliqué in matching fabric, side vents at the hem and front button fastening. ",tops,zara
3233,wrap jumpsuit with belt details,89.9,beige-pink,"flowing wide leg jumpsuit with a wrap v neckline and short sleeves. featuring an elastic waistband, side in seam pockets and a contrast belt. ",dresses,zara
3234,t shirt with ruffle trim details,19.9,white,round neck t shirt featuring short turn up sleeves and a ruffled hem.,tops,zara
3235,loose fit cargo trousers details,59.9,black,"loose fit high waist trousers with an elastic waistband. featuring side pockets, patch pockets with flaps on the leg, a decorative button on the front and elastic cuffed hems.",bottoms,zara
3236,flocked dotted mesh dress details,89.9,black,"short sleeve dress with a round neckline. featuring interior lining, a belt detail and buttoned teardrop opening at the back.",dresses,zara
3237,zw premium ‘80s skinny sunrise blue jeans details,69.9,blue,the ‘80s skinny in sunrise blue.,jeans,zara
3238,faux leather leggings details,45.9,black,high waist leggings with zipped hems and side zip fastening.,bottoms,zara
3239,shimmer faux fur sweater details,29.9,black,round neck sweater with long sleeves.,tops,zara
3240,t shirt with front print details,24.9,black,short sleeve t shirt with a round neckline and a contrast front print.,tops,zara
3241,contrast shirt details,39.9,oyster white,round neck shirt featuring long puff sleeves with elastic cuffs and a buttoned opening at the back.,tops,zara
3242,full sleeve t shirt details,45.9,white,round neck t shirt with long full sleeves.,tops,zara
3243,contrast sequin dress details,89.9,black,velvet mini dress with a high neck and long puff sleeves. featuring matching sequin appliqués and invisible back zip fastening with button.,dresses,zara
3244,© disney’s dumbo sweatshirt details,59.9,black,sweatshirt with a round neckline and long sleeves. featuring a dumbo ©disney print.,outerwear,zara
3245,jeans zw premium skinny vendome blue details,69.9,dark blue,the high waist skinny in vendome blue.,jeans,zara
3246,nylon joggers details,59.9,black,"high waist trousers with an elastic waistband and adjustable drawstrings. featuring cuffed elastic hems, side patch pockets, false zip pockets and flap leg pockets.",bottoms,zara
3247,hi rise trumpet jeans details,69.9,black,"faded high waist jeans made of slightly stretchy fabric for added comfort. featuring a five pocket design, seamless and slightly flared hems and metal button fastening.",jeans,zara
3248,velvet bodysuit details,59.9,midnight blue,"bodysuit with a crossover neckline, long sleeves, puff shoulders with gathering, an elastic waist and snap button fastening at the bottom.",tops,zara
3249,ribbed shift dress details,69.9,green,ribbed knit dress with a v neckline and short sleeves.,outerwear,zara
3250,combined organza top details,59.9,dusty pink,top with a round neckline and long sleeves. featuring combined semi sheer fabric and ruffle trims.,outerwear,zara
3251,pleated animal print skirt details,69.9,leopard,pleated skirt with an asymmetric hem and in seam zip fastening at the back. ,skirts,zara
3252,combined velvet bodysuit details,45.9,black,"bodysuit featuring a v neckline, short organza sleeves with bows and snap button fastening at the bottom. ",tops,zara
3253,dotted mesh dress details,59.9,black,short dress with a v neckline and long sleeves with elastic cuffs. featuring gathered detailing at the chest and lining.,dresses,zara
3254,textured cardigan details,45.9,khaki,v neck cardigan with long sleeves and a button up front.,outerwear,zara
3255,quilted sweatshirt details,49.9,mink,long sleeve sweatshirt with a round neckline. ,outerwear,zara
3256,poplin box pleat skirt details,89.9,black,"midi skirt with an elastic inner waistband. featuring front box pleats, adjustable side tabs and invisible side zip fastening. ",skirts,zara
3257,t shirt with front print details,29.9,sand,short sleeve t shirt with a round neckline and a contrast front print detail. ,tops,zara
3258,fringed check jacket details,89.9,red,"long sleeve jacket featuring a lapel collar, front patch pockets, fringed hem and front fastening with matching snap buttons.",outerwear,zara
3259,belted jumpsuit details,89.9,black,"collared jumpsuit featuring long sleeves, front pockets, rear patch pockets, an elastic waist, a matching belt with buckle and metal zip fastening hidden by a placket.",dresses,zara
3260,trousers with contrasting piping details,69.9,black,high waist culottes with elastic waist and wide leg. featuring contrast trims.,bottoms,zara
3261,buttoned longline blazer details,119.0,navy blue,"blazer with a lapel collar and long sleeves. featuring front flap pockets, a back vent and button fastening at the front. ",outerwear,zara
3262,belted corduroy overshirt details,89.9,camel,"collared overshirt with long sleeves. featuring front welt pockets, chest patch pockets, a frayed hem and button fastening at the front. ",outerwear,zara
3263,animal print dress details,89.9,blue,"loose fitting dress with a round neckline, long sleeves, pleat details and a buttoned opening at the back.",dresses,zara
3264,skinny trousers details,45.9,fuchsia,"mid waist trousers with front pockets and false double welt back pockets. featuring side vents at the hems and metal hook, inside button and zip fastening in the front.",outerwear,zara
3265,textured dress details,45.9,black / white,"dress with a flared hem, v neck and short sleeves with an elastic finish.",dresses,zara
3266,printed camisole dress details,69.9,black / white,long dress with a ruffled round neckline and thin straps.,dresses,zara
3267,printed t shirt details,14.9,black / sand,short sleeve t shirt with a round neckline.,tops,zara
3268,faded effect t shirt details,24.9,camel,short sleeve t shirt with a round neckline and an asymmetric hem. ,tops,zara
3269,feather effect sweatshirt details,39.9,pearl grey,cropped sweatshirt with a round neckline and long sleeves. made of feather effect fabric.,outerwear,zara
3270,textured blouse details,59.9,pink,"blouse with a round neckline, long sleeves and matching trims.",tops,zara
3271,pleated skirt with print details,119.0,bluish,flowing high waist skirt featuring a front vent and wrap fastening with metal buckle. ,skirts,zara
3272,z1975 buttoned skinny jeans details,59.9,grey,"faded mid waist jeans featuring a five pocket design, turn up hems with frayed detailing and metal button fastening at the front.",jeans,zara
3273,floral print blouse details,59.9,beige,v neck blouse with long sleeves and elastic cuffs. featuring a flared hem and front button fastening.,tops,zara
3274,blazer with combined lapel details,179.0,black,blazer with a lapel collar and long sleeves. featuring front jetted pockets and single button fastening in the front.,outerwear,zara
3275,v neck jumpsuit details,69.9,black,"v neck playsuit in a linen blend. featuring thin criss cross straps at the back, front pockets and in seam back zip fastening.",dresses,zara
3276,creased effect trousers details,45.9,sand,flowing high waist trousers with an elastic waistband and wrinkled effect fabric. ,bottoms,zara
3277,argyle sweater with ruffles details,69.9,grey,knit high neck sweater with long sleeves. featuring ruffle trims in matching fabric. ,outerwear,zara
3278,contrast lace dress details,89.9,black,long sleeve dress with a high neck. featuring combined fabric on the top and a pleated skirt with lace trim. fastening with invisible zip and buttoned opening.,dresses,zara
3279,bermuda skorts with buckle details,45.9,black,high waist faux suede bermuda skorts with an asymmetric wrap style front. featuring a contrast front buckle and invisible side zip fastening.,skirts,zara
3280,dress with belt details,45.9,black,"dress featuring a v neckline, long sleeves with elastic trim, a matching belt and a wrap front with button fastening. ",dresses,zara
3281,skinny trousers with belt details,59.9,black,"high waist bermuda shorts with front pockets and false welt pockets on the back. matching lined belt and front fastening with metal hook, inside button and zip.",bottoms,zara
3282,sweater with shoulder detail details,69.9,sea green,long sleeve knit sweater with a round neckline and ribbed trims.,outerwear,zara
3283,fame™ print t shirt details,39.9,charcoal,round neck t shirt with short sleeves and contrast fame tm & © 1982 2019 m / 0′ 7″etro goldwyn mayer studios inc. print. ,tops,zara
3284,floral print dress details,119.0,multicoloured,midi dress featuring slot collar and sleeves falling below the elbow with lining and elastic cuffs. ,dresses,zara
3285,lace top details,45.9,black,short sleeve top with a high neck and a buttoned opening at the back.,tops,zara
3286,polka dot blouse with full sleeves details,59.9,black / ecru,"round neck blouse with long full sleeves. featuring ruffle trims, asymmetric hem and a buttoned opening at the back.",tops,zara
3287,contrast puffer jacket details,119.0,hunter green,"jacket featuring a high neck, an adjustable hood, matching long sleeves with elastic cuffs, front welt pockets, an adjustable matching hem and a zip up front hidden by a snap button placket. ",outerwear,zara
3288,belted jumpsuit details,59.9,black,sleeveless jumpsuit featuring a surplice neckline and a belt with bejewelled buckle.,dresses,zara
3289,scalloped edge vest top details,39.9,black,"knit top with a straight neckline, wide straps and scalloped trims. ",outerwear,zara
3290,faded effect floral sweatshirt details,59.9,grey,"sweatshirt with a round neckline and long sleeves. featuring faded effect fabric, contrast embroidered appliqués on the sleeves and ribbed trims. ",outerwear,zara
3291,high waist shorts details,59.9,navy blue,"high waist shorts featuring front pockets, back welt pockets and metal zip fastening at the side. ",skirts,zara
3292,multicoloured striped top details,49.9,only one,top with a surplice v neckline and thin straps. ,tops,zara
3293,darted trousers details,69.9,brown,"high waist trousers with side pockets and false rear welt pockets. featuring front darts, turn up hems and zip fly and top button fastening.",bottoms,zara
3294,girl print t shirt details,19.9,white,short sleeve t shirt with a round neckline and a contrast front print detail. ,tops,zara
3295,slogan t shirt details,29.9,beige,short sleeve t shirt with a round neckline. featuring matching text appliqué on the front. ,tops,zara
3296,sleeping beauty ©disney t shirt details,39.9,pink,"loose fitting t shirt with a round neckline, short sleeves and a print from sleeping beauty ©disney on the front.",tops,zara
3297,t shirt with front print details,24.9,white,short sleeve t shirt with a round neckline. featuring a contrast print on the front.,tops,zara
3298,bejewelled poplin shirt details,59.9,white,"shirt featuring a wide johnny collar, long sleeves, puff shoulders and bejewelled buttons for fastening.",tops,zara
3299,jeans z1975 high rise straight details,69.9,dark blue,"faded high rise jeans with a five pocket design. featuring ripped detailing on the front, frayed hems with side vents and metal button fastening at the front. ",jeans,zara
3300,t shirt with pronounced shoulders details,29.9,white,v neck t shirt with short sleeves and pronounced shoulders.,tops,zara
3301,faux fur coat details,119.0,mink,"coat with lapel collar, long sleeves and front button up fastening.",outerwear,zara
3302,blazer with contrasting lapels details,159.0,black,"blazer featuring a matching lapel collar, long sleeves, front flap pockets and double breasted button fastening. ",outerwear,zara
3303,loose fitting blouse details,69.9,oyster white,oversized collared blouse with long sleeves. featuring front patch pockets and a button up front.,tops,zara
3304,faux suede overshirt with fringing details,89.9,brandy,"long sleeve overshirt with collar and front flap. featuring patch pockets on the chest, fringe appliqués in matching fabric and snap button fastening in the front. ",outerwear,zara
3305,animal print blouse details,59.9,blue/black,long sleeve blouse with a round neckline. invisible side zip fastening. large slits at the front and back.,tops,zara
3306,knit sweater with ties details,69.9,black,knit sweater featuring a high neck and long sleeves with cuff ties.,outerwear,zara
3307,high neck sweater details,45.9,black,sweater made of a wool blend with a high neck and long sleeves.,outerwear,zara
3308,z1975 mid rise jeans with slit detail details,69.9,mid-blue,"faded mid rise jeans with a five pocket design. featuring defined seams, slits on the front of the hems and zip fly and metal top button fastening. ",jeans,zara
3309,blazer with puff shoulders details,89.9,black,"cropped double breasted blazer. featuring a lapel collar, long sleeves with puff shoulders and double breasted button fastening.",outerwear,zara
3310,flowing trousers details,45.9,beige-pink,"flowing trousers with an elastic tied waistband, patch pockets on the front and side vents at the hems.",bottoms,zara
3311,tweed coat with pockets details,119.0,black,"coat with a round neckline and long turn up sleeves. featuring front patch pockets, frayed trims and metal hook fastening at the front. ",outerwear,zara
3312,hooded cardigan details,59.9,fluorescent lime,"long sleeve jacket with a high collar and an adjustable drawstring hood. featuring front pockets with zip, and a zip up front.",outerwear,zara
3313,denim jacket details,69.9,light blue,"long sleeve denim jacket with a collar. featuring side pockets, front patch pockets with buttoned flaps and metal button fastening in the front.",outerwear,zara
3314,fringed bodysuit details,45.9,black,v neck bodysuit with long sleeves. featuring matching fringe trims and snap button fastening on the bottom.,tops,zara
3315,buttoned dress details,69.9,black,short dress with a v neckline and long cuffed puff sleeves. featuring lined buttons.,dresses,zara
3316,nylon joggers details,49.9,black,"high waist water repellent trousers with an elastic waistband. featuring patch pockets on the side and on the leg, decorative rear welt pockets, cuffed elastic hems and zip fly and clip buckle fastening.",bottoms,zara
3317,©disney princess t shirt details,39.9,anthracite grey,short sleeve t shirt with a round neckline. featuring a ©disney print on the front.,tops,zara
3318,printed skirt with ruffle trims details,59.9,red / black,"midi skirt with a vent at the hem, ruffle trims on the front and invisible back zip fastening.",skirts,zara
3319,long shirt with pockets details,89.9,black,long sleeve shirt with a lapel collar. featuring front patch pockets with flaps and metal snap button fastening at the front.,tops,zara
3320,velvet dress with dotted mesh details,59.9,black,"short dress with a high neck, long puff sleeves in combined tulle and an opening at the back with button fastening.",dresses,zara
3321,long asymmetric blouse details,59.9,turquoise,"flowing blouse with a round neckline and short sleeves. featuring front pleats, an asymmetric hem and a back opening. ",tops,zara
3322,top with beaded collar details,45.9,black,"long sleeve top featuring a high collar with bead appliqués, elastic cuffs and gathered detailing on the front. ",tops,zara
3323,polka dot print dress details,89.9,khaki,v neck dress with long sleeves and elastic cuffs. featuring a ruffled hem.,dresses,zara
3324,floral print blouse details,59.9,multicoloured,"blouse featuring a high neck, long sleeves, cuffs with vent and a buttoned opening at the front. ",tops,zara
3325,trousers with buttoned hems details,69.9,ecru,"high waist trousers featuring front pockets, hems with contrast side buttons and zip fly and metal hook fastening.",bottoms,zara
3326,voluminous crop top details,45.9,curry,straight neck crop top with puff sleeves reaching below the elbow and gathered detailing on the cuffs.,tops,zara
3327,corduroy overshirt details,69.9,black,"loose fitting long sleeve overshirt with a regular collar. featuring front patch pockets with buttoned flaps, a frayed asymmetric hem and snap button fastening at the front. ",outerwear,zara
3328,oversized checked overshirt details,119.0,black / ecru,"collared long sleeve overshirt. featuring gathered cuffs with sleeve tabs, side pockets, chest pockets with flaps, side vents and a button up front. ",dresses,zara
3329,printed blouse with bow details,69.9,camel,"v neck blouse featuring a high collar with tied detail, long puff sleeves at the shoulder, elasticated waist and front button fastening. ",tops,zara
3330,jogging trousers with side stripes details,45.9,black,high waist trousers with an elastic waist and adjustable drawstrings. featuring front in seam pockets and elastic cuffs. ,bottoms,zara
3331,long tailored coat details,229.0,black,"long sleeve coat with a lapel collar. featuring front flap pockets, a back vent at the hem and single button fastening at the front. ",outerwear,zara
3332,shirt with side appliques details,59.9,grey marl,collared shirt with long sleeves adjustable with sleeve tabs. featuring contrast side appliqués and a front button fastening.,tops,zara
3333,jacquard knit cardigan details,119.0,brick,long knit cardigan with long cuffed sleeves.,outerwear,zara
3334,zw premium ‘80s high waist inox black jeans details,69.9,black,the ‘80s high waist in inox black.,jeans,zara
3335,masculine coat details,179.0,toffee,"coat in a wool blend with a lapel collar, long sleeves, front flap pockets and a front button fastening.",outerwear,zara
3336,contrast embroidery bomber details,159.0,burgundy,long sleeve bomber with a round neck. elastic trim. contrast embroidered details with sequinned appliqué. front metallic zip fastening. ,outerwear,zara
3337,printed blouse with metallic thread details,89.9,black,"blouse featuring a v neckline with bow, long sleeves, puff shoulders, elastic waist detail and covered buttons for fastening. ",tops,zara
3338,pleated satin finish skirt details,59.9,mink,high waist midi skirt with invisible side zip fastening.,skirts,zara
3339,technical jacket with belt details,69.9,black,"jacket with a high neck and long sleeves. featuring a front zip pocket, a matching metal zip on the front and a belt. ",outerwear,zara
3340,printed dress details,199.0,printed,"long dress featuring a high neck with tied detail, long sleeves, in seam side pockets, belt at the waist in the same fabric, flared hem and invisible back zip fastening. ",dresses,zara
3341,faux shearling coat details,159.0,grey,long sleeve coat with a lapel collar. featuring front welt pockets and button fastening. ,outerwear,zara
3342,side vent trousers details,139.0,black,"high waist trousers with back darts. featuring large side vents, lining and front fastening with metal hook, button and zip. ",bottoms,zara
3343,pleated blazer playsuit dress details,119.0,black,long sleeve v neck jumpsuit dress. asymmetric pleated hem. fastens at the back with a zip hidden in the seam. ,dresses,zara
3344,pleated palazzo trousers details,49.9,navy blue,flowing high waist trousers with a stretch waist. ,bottoms,zara
